contract_version,is_synthetic,source,ingested_at,mine_code,grade,period_start,period_end,tonnes,mine_type,period_grain,operating_hours
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215984,MOIL-BAL-01,dioxide,2023-12-12,2023-12-12,40.16,underground,daily,19.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215990,MOIL-BAL-01,ferro_manganese,2023-12-13,2023-12-13,208.21,underground,daily,19.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215994,MOIL-BAL-01,silico_manganese,2023-12-13,2023-12-13,295.16,underground,daily,20.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215999,MOIL-BAL-01,blast_furnace,2023-12-13,2023-12-13,141.92,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216003,MOIL-BAL-01,dioxide,2023-12-13,2023-12-13,36.16,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216009,MOIL-BAL-01,ferro_manganese,2023-12-14,2023-12-14,246.97,underground,daily,19.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216013,MOIL-BAL-01,silico_manganese,2023-12-14,2023-12-14,397.72,underground,daily,20.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216017,MOIL-BAL-01,blast_furnace,2023-12-14,2023-12-14,160.5,underground,daily,19.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216021,MOIL-BAL-01,dioxide,2023-12-14,2023-12-14,42.86,underground,daily,20.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216027,MOIL-BAL-01,ferro_manganese,2023-12-15,2023-12-15,265.66,underground,daily,20.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216031,MOIL-BAL-01,silico_manganese,2023-12-15,2023-12-15,433.47,underground,daily,19.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216035,MOIL-BAL-01,blast_furnace,2023-12-15,2023-12-15,183.31,underground,daily,17.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216040,MOIL-BAL-01,dioxide,2023-12-15,2023-12-15,46.59,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216046,MOIL-BAL-01,ferro_manganese,2023-12-16,2023-12-16,258.92,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216050,MOIL-BAL-01,silico_manganese,2023-12-16,2023-12-16,381.3,underground,daily,22.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216054,MOIL-BAL-01,blast_furnace,2023-12-16,2023-12-16,178.03,underground,daily,21.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216058,MOIL-BAL-01,dioxide,2023-12-16,2023-12-16,45.75,underground,daily,16.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216065,MOIL-BAL-01,ferro_manganese,2023-12-17,2023-12-17,240.34,underground,daily,18.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216069,MOIL-BAL-01,silico_manganese,2023-12-17,2023-12-17,362.24,underground,daily,17.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216073,MOIL-BAL-01,blast_furnace,2023-12-17,2023-12-17,160.94,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216077,MOIL-BAL-01,dioxide,2023-12-17,2023-12-17,38.49,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216083,MOIL-BAL-01,ferro_manganese,2023-12-18,2023-12-18,242.32,underground,daily,18.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216088,MOIL-BAL-01,silico_manganese,2023-12-18,2023-12-18,376.6,underground,daily,16.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216094,MOIL-BAL-01,blast_furnace,2023-12-18,2023-12-18,175.04,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216098,MOIL-BAL-01,dioxide,2023-12-18,2023-12-18,40.68,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216104,MOIL-BAL-01,ferro_manganese,2023-12-19,2023-12-19,222.69,underground,daily,18.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216108,MOIL-BAL-01,silico_manganese,2023-12-19,2023-12-19,336.62,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216113,MOIL-BAL-01,blast_furnace,2023-12-19,2023-12-19,151.1,underground,daily,19.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216117,MOIL-BAL-01,dioxide,2023-12-19,2023-12-19,38.68,underground,daily,17.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216123,MOIL-BAL-01,ferro_manganese,2023-12-20,2023-12-20,290.04,underground,daily,23.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216128,MOIL-BAL-01,silico_manganese,2023-12-20,2023-12-20,420.44,underground,daily,18.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216134,MOIL-BAL-01,blast_furnace,2023-12-20,2023-12-20,190.1,underground,daily,21.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216138,MOIL-BAL-01,dioxide,2023-12-20,2023-12-20,47.31,underground,daily,19.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216144,MOIL-BAL-01,ferro_manganese,2023-12-21,2023-12-21,216.66,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216148,MOIL-BAL-01,silico_manganese,2023-12-21,2023-12-21,347.36,underground,daily,19.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216153,MOIL-BAL-01,blast_furnace,2023-12-21,2023-12-21,148.46,underground,daily,21.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216157,MOIL-BAL-01,dioxide,2023-12-21,2023-12-21,38.02,underground,daily,17.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216163,MOIL-BAL-01,ferro_manganese,2023-12-22,2023-12-22,256.17,underground,daily,20.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216167,MOIL-BAL-01,silico_manganese,2023-12-22,2023-12-22,380.74,underground,daily,23.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216171,MOIL-BAL-01,blast_furnace,2023-12-22,2023-12-22,176.11,underground,daily,17.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216175,MOIL-BAL-01,dioxide,2023-12-22,2023-12-22,41.11,underground,daily,18.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216182,MOIL-BAL-01,ferro_manganese,2023-12-23,2023-12-23,257.48,underground,daily,21.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216186,MOIL-BAL-01,silico_manganese,2023-12-23,2023-12-23,391.56,underground,daily,22.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216190,MOIL-BAL-01,blast_furnace,2023-12-23,2023-12-23,174.3,underground,daily,21.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216194,MOIL-BAL-01,dioxide,2023-12-23,2023-12-23,46.83,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216201,MOIL-BAL-01,ferro_manganese,2023-12-24,2023-12-24,223.24,underground,daily,20.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216205,MOIL-BAL-01,silico_manganese,2023-12-24,2023-12-24,330.28,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216209,MOIL-BAL-01,blast_furnace,2023-12-24,2023-12-24,145.8,underground,daily,20.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216213,MOIL-BAL-01,dioxide,2023-12-24,2023-12-24,38.17,underground,daily,18.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216219,MOIL-BAL-01,ferro_manganese,2023-12-25,2023-12-25,254.84,underground,daily,17.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216223,MOIL-BAL-01,silico_manganese,2023-12-25,2023-12-25,374.41,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216228,MOIL-BAL-01,blast_furnace,2023-12-25,2023-12-25,156.96,underground,daily,17.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216232,MOIL-BAL-01,dioxide,2023-12-25,2023-12-25,42.72,underground,daily,19.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216238,MOIL-BAL-01,ferro_manganese,2023-12-26,2023-12-26,261.96,underground,daily,18.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216242,MOIL-BAL-01,silico_manganese,2023-12-26,2023-12-26,400.14,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216246,MOIL-BAL-01,blast_furnace,2023-12-26,2023-12-26,177.6,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216250,MOIL-BAL-01,dioxide,2023-12-26,2023-12-26,45.02,underground,daily,23.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216256,MOIL-BAL-01,ferro_manganese,2023-12-27,2023-12-27,251.03,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216261,MOIL-BAL-01,silico_manganese,2023-12-27,2023-12-27,364.99,underground,daily,19.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216265,MOIL-BAL-01,blast_furnace,2023-12-27,2023-12-27,161.35,underground,daily,21.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216269,MOIL-BAL-01,dioxide,2023-12-27,2023-12-27,41.19,underground,daily,21.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216275,MOIL-BAL-01,ferro_manganese,2023-12-28,2023-12-28,231.17,underground,daily,22.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216281,MOIL-BAL-01,silico_manganese,2023-12-28,2023-12-28,343.68,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216286,MOIL-BAL-01,blast_furnace,2023-12-28,2023-12-28,142.93,underground,daily,22.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216290,MOIL-BAL-01,dioxide,2023-12-28,2023-12-28,37.5,underground,daily,20.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216297,MOIL-BAL-01,ferro_manganese,2023-12-29,2023-12-29,268.24,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216301,MOIL-BAL-01,silico_manganese,2023-12-29,2023-12-29,389.13,underground,daily,18.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216305,MOIL-BAL-01,blast_furnace,2023-12-29,2023-12-29,169.5,underground,daily,21.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216309,MOIL-BAL-01,dioxide,2023-12-29,2023-12-29,42.91,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216316,MOIL-BAL-01,ferro_manganese,2023-12-30,2023-12-30,277.84,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216320,MOIL-BAL-01,silico_manganese,2023-12-30,2023-12-30,421.68,underground,daily,20.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216325,MOIL-BAL-01,blast_furnace,2023-12-30,2023-12-30,186.87,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216329,MOIL-BAL-01,dioxide,2023-12-30,2023-12-30,46.01,underground,daily,21.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216335,MOIL-BAL-01,ferro_manganese,2023-12-31,2023-12-31,239.08,underground,daily,23.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216339,MOIL-BAL-01,silico_manganese,2023-12-31,2023-12-31,361.08,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216343,MOIL-BAL-01,blast_furnace,2023-12-31,2023-12-31,163.38,underground,daily,19.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216347,MOIL-BAL-01,dioxide,2023-12-31,2023-12-31,38.43,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216354,MOIL-BAL-01,ferro_manganese,2024-01-01,2024-01-01,339.15,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216358,MOIL-BAL-01,silico_manganese,2024-01-01,2024-01-01,495.56,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216362,MOIL-BAL-01,blast_furnace,2024-01-01,2024-01-01,242.24,underground,daily,18.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216366,MOIL-BAL-01,dioxide,2024-01-01,2024-01-01,56.74,underground,daily,19.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216372,MOIL-BAL-01,ferro_manganese,2024-01-02,2024-01-02,226.7,underground,daily,21.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216376,MOIL-BAL-01,silico_manganese,2024-01-02,2024-01-02,321.83,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216380,MOIL-BAL-01,blast_furnace,2024-01-02,2024-01-02,145.91,underground,daily,21.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216385,MOIL-BAL-01,dioxide,2024-01-02,2024-01-02,38.18,underground,daily,21.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216391,MOIL-BAL-01,ferro_manganese,2024-01-03,2024-01-03,277.49,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216395,MOIL-BAL-01,silico_manganese,2024-01-03,2024-01-03,403.44,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216399,MOIL-BAL-01,blast_furnace,2024-01-03,2024-01-03,183.02,underground,daily,16.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216403,MOIL-BAL-01,dioxide,2024-01-03,2024-01-03,47.48,underground,daily,17.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216409,MOIL-BAL-01,ferro_manganese,2024-01-04,2024-01-04,239.51,underground,daily,19.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216414,MOIL-BAL-01,silico_manganese,2024-01-04,2024-01-04,352.0,underground,daily,18.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216418,MOIL-BAL-01,blast_furnace,2024-01-04,2024-01-04,152.49,underground,daily,19.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216422,MOIL-BAL-01,dioxide,2024-01-04,2024-01-04,38.2,underground,daily,17.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216429,MOIL-BAL-01,ferro_manganese,2024-01-05,2024-01-05,276.34,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216434,MOIL-BAL-01,silico_manganese,2024-01-05,2024-01-05,429.09,underground,daily,17.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216438,MOIL-BAL-01,blast_furnace,2024-01-05,2024-01-05,185.93,underground,daily,16.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216442,MOIL-BAL-01,dioxide,2024-01-05,2024-01-05,45.04,underground,daily,19.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216448,MOIL-BAL-01,ferro_manganese,2024-01-06,2024-01-06,258.78,underground,daily,17.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216452,MOIL-BAL-01,silico_manganese,2024-01-06,2024-01-06,367.88,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216456,MOIL-BAL-01,blast_furnace,2024-01-06,2024-01-06,175.42,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216462,MOIL-BAL-01,dioxide,2024-01-06,2024-01-06,42.5,underground,daily,21.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216469,MOIL-BAL-01,ferro_manganese,2024-01-07,2024-01-07,351.32,underground,daily,19.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216474,MOIL-BAL-01,silico_manganese,2024-01-07,2024-01-07,508.51,underground,daily,23.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216479,MOIL-BAL-01,blast_furnace,2024-01-07,2024-01-07,229.58,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216483,MOIL-BAL-01,dioxide,2024-01-07,2024-01-07,54.83,underground,daily,22.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216490,MOIL-BAL-01,ferro_manganese,2024-01-08,2024-01-08,262.11,underground,daily,21.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216494,MOIL-BAL-01,silico_manganese,2024-01-08,2024-01-08,364.69,underground,daily,22.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216498,MOIL-BAL-01,blast_furnace,2024-01-08,2024-01-08,164.28,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216502,MOIL-BAL-01,dioxide,2024-01-08,2024-01-08,42.93,underground,daily,17.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216508,MOIL-BAL-01,ferro_manganese,2024-01-09,2024-01-09,221.16,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216513,MOIL-BAL-01,silico_manganese,2024-01-09,2024-01-09,355.59,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216517,MOIL-BAL-01,blast_furnace,2024-01-09,2024-01-09,162.73,underground,daily,22.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216521,MOIL-BAL-01,dioxide,2024-01-09,2024-01-09,40.93,underground,daily,20.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216527,MOIL-BAL-01,ferro_manganese,2024-01-10,2024-01-10,282.11,underground,daily,20.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216531,MOIL-BAL-01,silico_manganese,2024-01-10,2024-01-10,435.08,underground,daily,23.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216535,MOIL-BAL-01,blast_furnace,2024-01-10,2024-01-10,186.08,underground,daily,21.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216540,MOIL-BAL-01,dioxide,2024-01-10,2024-01-10,48.4,underground,daily,19.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216546,MOIL-BAL-01,ferro_manganese,2024-01-11,2024-01-11,233.27,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216550,MOIL-BAL-01,silico_manganese,2024-01-11,2024-01-11,373.54,underground,daily,20.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216554,MOIL-BAL-01,blast_furnace,2024-01-11,2024-01-11,161.89,underground,daily,19.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216558,MOIL-BAL-01,dioxide,2024-01-11,2024-01-11,41.12,underground,daily,21.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216565,MOIL-BAL-01,ferro_manganese,2024-01-12,2024-01-12,207.19,underground,daily,18.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216569,MOIL-BAL-01,silico_manganese,2024-01-12,2024-01-12,302.21,underground,daily,17.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216573,MOIL-BAL-01,blast_furnace,2024-01-12,2024-01-12,135.21,underground,daily,21.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216578,MOIL-BAL-01,dioxide,2024-01-12,2024-01-12,34.31,underground,daily,20.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216585,MOIL-BAL-01,ferro_manganese,2024-01-13,2024-01-13,243.43,underground,daily,20.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216590,MOIL-BAL-01,silico_manganese,2024-01-13,2024-01-13,365.76,underground,daily,21.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216594,MOIL-BAL-01,blast_furnace,2024-01-13,2024-01-13,164.17,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216598,MOIL-BAL-01,dioxide,2024-01-13,2024-01-13,41.49,underground,daily,22.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216604,MOIL-BAL-01,ferro_manganese,2024-01-14,2024-01-14,224.0,underground,daily,19.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216608,MOIL-BAL-01,silico_manganese,2024-01-14,2024-01-14,329.74,underground,daily,16.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216613,MOIL-BAL-01,blast_furnace,2024-01-14,2024-01-14,140.23,underground,daily,22.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216617,MOIL-BAL-01,dioxide,2024-01-14,2024-01-14,36.59,underground,daily,18.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216623,MOIL-BAL-01,ferro_manganese,2024-01-15,2024-01-15,247.98,underground,daily,22.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216627,MOIL-BAL-01,silico_manganese,2024-01-15,2024-01-15,377.57,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216631,MOIL-BAL-01,blast_furnace,2024-01-15,2024-01-15,170.25,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216635,MOIL-BAL-01,dioxide,2024-01-15,2024-01-15,42.9,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216641,MOIL-BAL-01,ferro_manganese,2024-01-16,2024-01-16,254.1,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216645,MOIL-BAL-01,silico_manganese,2024-01-16,2024-01-16,401.36,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216650,MOIL-BAL-01,blast_furnace,2024-01-16,2024-01-16,163.43,underground,daily,21.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216654,MOIL-BAL-01,dioxide,2024-01-16,2024-01-16,42.9,underground,daily,17.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216660,MOIL-BAL-01,ferro_manganese,2024-01-17,2024-01-17,257.07,underground,daily,16.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216664,MOIL-BAL-01,silico_manganese,2024-01-17,2024-01-17,391.21,underground,daily,22.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216669,MOIL-BAL-01,blast_furnace,2024-01-17,2024-01-17,184.55,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216674,MOIL-BAL-01,dioxide,2024-01-17,2024-01-17,44.45,underground,daily,21.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216680,MOIL-BAL-01,ferro_manganese,2024-01-18,2024-01-18,250.1,underground,daily,18.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216685,MOIL-BAL-01,silico_manganese,2024-01-18,2024-01-18,360.78,underground,daily,19.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216690,MOIL-BAL-01,blast_furnace,2024-01-18,2024-01-18,169.4,underground,daily,16.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216694,MOIL-BAL-01,dioxide,2024-01-18,2024-01-18,39.89,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216701,MOIL-BAL-01,ferro_manganese,2024-01-19,2024-01-19,261.43,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216705,MOIL-BAL-01,silico_manganese,2024-01-19,2024-01-19,378.05,underground,daily,20.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216709,MOIL-BAL-01,blast_furnace,2024-01-19,2024-01-19,162.6,underground,daily,16.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216713,MOIL-BAL-01,dioxide,2024-01-19,2024-01-19,40.37,underground,daily,18.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216720,MOIL-BAL-01,ferro_manganese,2024-01-20,2024-01-20,252.54,underground,daily,17.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216724,MOIL-BAL-01,silico_manganese,2024-01-20,2024-01-20,392.63,underground,daily,19.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216729,MOIL-BAL-01,blast_furnace,2024-01-20,2024-01-20,177.69,underground,daily,19.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216733,MOIL-BAL-01,dioxide,2024-01-20,2024-01-20,42.74,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216739,MOIL-BAL-01,ferro_manganese,2024-01-21,2024-01-21,280.93,underground,daily,20.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216743,MOIL-BAL-01,silico_manganese,2024-01-21,2024-01-21,446.41,underground,daily,21.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216748,MOIL-BAL-01,blast_furnace,2024-01-21,2024-01-21,195.57,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216752,MOIL-BAL-01,dioxide,2024-01-21,2024-01-21,50.37,underground,daily,18.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216758,MOIL-BAL-01,ferro_manganese,2024-01-22,2024-01-22,263.88,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216762,MOIL-BAL-01,silico_manganese,2024-01-22,2024-01-22,384.37,underground,daily,20.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216767,MOIL-BAL-01,blast_furnace,2024-01-22,2024-01-22,174.02,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216771,MOIL-BAL-01,dioxide,2024-01-22,2024-01-22,43.98,underground,daily,23.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.216777,MOIL-BAL-01,ferro_manganese,2024-01-23,2024-01-23,280.49,underground,daily,24.0
