contract_version,is_synthetic,source,ingested_at,borehole_id,from_depth_m,to_depth_m,mn_pct,fe_pct,sio2_pct,p_pct,al2o3_pct,recovery_pct,assay_method
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405127,MOIL-BAL-01-BH-007,46.28,47.34,1.78,8.66,41.25,0.068,,92.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405139,MOIL-BAL-01-BH-007,47.34,50.47,0.98,5.85,48.45,0.134,,96.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405152,MOIL-BAL-01-BH-007,50.47,54.88,1.35,7.47,46.73,0.115,,88.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405165,MOIL-BAL-01-BH-007,54.88,57.82,2.09,0.92,46.59,0.067,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405179,MOIL-BAL-01-BH-007,57.82,63.82,0.32,3.18,57.07,0.126,,80.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405192,MOIL-BAL-01-BH-007,63.82,65.34,1.04,2.72,38.83,0.127,,93.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405205,MOIL-BAL-01-BH-007,65.34,65.84,8.6,0.88,35.22,0.119,,95.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405218,MOIL-BAL-01-BH-007,65.84,70.03,2.72,3.42,53.86,0.095,,94.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405230,MOIL-BAL-01-BH-007,70.03,72.51,0.73,5.52,41.2,0.132,,95.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405243,MOIL-BAL-01-BH-007,72.51,73.01,5.21,2.22,53.11,0.158,,98.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405256,MOIL-BAL-01-BH-007,73.01,74.66,2.7,7.26,42.09,0.113,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405269,MOIL-BAL-01-BH-007,74.66,77.83,0.9,4.71,42.22,0.037,,99.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405282,MOIL-BAL-01-BH-007,77.83,82.81,2.01,0.1,38.68,0.218,,94.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405295,MOIL-BAL-01-BH-007,82.81,88.81,0.43,1.98,52.83,0.108,,94.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405308,MOIL-BAL-01-BH-007,88.81,90.59,3.75,9.12,33.65,0.081,,91.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405321,MOIL-BAL-01-BH-007,90.59,96.04,4.81,7.57,45.91,0.076,,92.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405334,MOIL-BAL-01-BH-007,96.04,98.61,39.24,8.31,7.89,0.177,,97.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405347,MOIL-BAL-01-BH-007,98.61,103.99,40.37,10.09,8.47,0.064,,94.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405361,MOIL-BAL-01-BH-007,103.99,108.78,1.87,1.68,49.69,0.039,,89.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405374,MOIL-BAL-01-BH-007,108.78,113.22,2.36,3.56,46.83,0.114,,92.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405386,MOIL-BAL-01-BH-007,113.22,114.92,5.77,5.69,48.9,0.113,,85.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405399,MOIL-BAL-01-BH-007,114.92,116.4,0.69,2.55,48.19,0.12,,99.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405412,MOIL-BAL-01-BH-007,116.4,117.99,2.57,2.33,42.96,0.154,,95.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405425,MOIL-BAL-01-BH-007,117.99,119.02,2.93,5.92,44.36,0.173,,89.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405438,MOIL-BAL-01-BH-007,119.02,119.52,2.38,2.9,49.04,0.154,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405451,MOIL-BAL-01-BH-007,119.52,125.43,1.36,6.18,47.29,0.177,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405464,MOIL-BAL-01-BH-007,125.43,126.64,5.83,5.8,51.6,0.156,,98.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405477,MOIL-BAL-01-BH-007,126.64,129.83,4.22,7.7,49.64,0.168,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405490,MOIL-BAL-01-BH-007,129.83,134.9,0.3,2.11,36.93,0.093,,97.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405503,MOIL-BAL-01-BH-007,134.9,135.9,0.74,7.26,46.13,0.137,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405516,MOIL-BAL-01-BH-007,135.9,138.21,0.76,8.25,51.44,0.244,,93.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405530,MOIL-BAL-01-BH-007,138.21,142.61,0.05,7.02,41.9,0.076,,92.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405543,MOIL-BAL-01-BH-007,142.61,143.92,1.79,6.25,39.38,0.123,,97.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405556,MOIL-BAL-01-BH-007,143.92,146.57,1.28,3.73,54.0,0.066,,93.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405569,MOIL-BAL-01-BH-007,146.57,150.83,3.29,4.19,43.37,0.101,,88.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405582,MOIL-BAL-01-BH-007,150.83,151.89,0.62,9.23,47.71,0.039,,97.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405595,MOIL-BAL-01-BH-007,151.89,154.85,0.66,9.59,46.83,0.113,,94.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405608,MOIL-BAL-01-BH-007,154.85,157.29,0.62,3.63,51.82,0.033,,96.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405621,MOIL-BAL-01-BH-007,157.29,158.78,8.41,2.61,39.1,0.091,,89.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405634,MOIL-BAL-01-BH-007,158.78,164.78,4.05,5.38,42.51,0.102,,98.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405647,MOIL-BAL-01-BH-007,164.78,166.16,1.65,6.61,48.84,0.228,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405660,MOIL-BAL-01-BH-007,166.16,166.66,2.31,4.73,49.12,0.122,,96.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405673,MOIL-BAL-01-BH-007,166.66,171.37,4.99,7.52,51.71,0.092,,81.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405686,MOIL-BAL-01-BH-007,171.37,173.13,0.54,7.95,51.55,0.047,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405699,MOIL-BAL-01-BH-007,173.13,174.52,0.82,7.53,44.82,0.098,,81.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405712,MOIL-BAL-01-BH-007,174.52,178.37,0.24,0.88,52.4,0.108,,86.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405725,MOIL-BAL-01-BH-007,178.37,184.37,12.79,3.62,46.57,0.126,,86.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405738,MOIL-BAL-01-BH-007,184.37,186.86,0.45,4.38,40.62,0.156,,94.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405751,MOIL-BAL-01-BH-007,186.86,187.99,1.3,6.34,51.45,0.068,,94.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405764,MOIL-BAL-01-BH-007,187.99,192.53,7.24,5.03,43.99,0.136,,89.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405777,MOIL-BAL-01-BH-007,192.53,195.84,5.17,0.24,37.71,0.112,,86.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405790,MOIL-BAL-01-BH-007,195.84,197.92,3.03,5.53,45.54,0.158,,88.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405803,MOIL-BAL-01-BH-007,197.92,199.1,0.71,6.05,44.17,0.107,,95.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405816,MOIL-BAL-01-BH-007,199.1,200.54,2.28,6.85,42.43,0.139,,99.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405829,MOIL-BAL-01-BH-007,200.54,201.54,1.56,6.61,42.08,0.076,,87.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405841,MOIL-BAL-01-BH-007,201.54,204.86,0.92,3.84,41.72,0.084,,97.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405855,MOIL-BAL-01-BH-007,204.86,206.8,0.85,3.02,50.65,0.143,,98.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405868,MOIL-BAL-01-BH-007,206.8,210.44,5.8,5.82,44.87,0.117,,97.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405881,MOIL-BAL-01-BH-007,210.44,214.62,3.27,9.04,44.46,0.111,,90.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405894,MOIL-BAL-01-BH-007,214.62,218.93,3.17,4.25,45.69,0.21,,86.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405907,MOIL-BAL-01-BH-007,218.93,223.93,1.82,7.66,42.87,0.131,,94.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405920,MOIL-BAL-01-BH-007,223.93,226.31,1.4,3.38,50.91,0.12,,99.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405932,MOIL-BAL-01-BH-007,226.31,229.56,1.3,5.9,49.74,0.162,,90.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405945,MOIL-BAL-01-BH-007,229.56,230.08,0.42,5.24,41.22,0.111,,95.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405958,MOIL-BAL-01-BH-007,230.08,233.06,0.57,3.38,42.73,0.094,,89.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405971,MOIL-BAL-01-BH-007,233.06,233.93,0.18,0.29,52.66,0.132,,93.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405984,MOIL-BAL-01-BH-007,233.93,239.93,1.73,1.23,41.33,0.182,,98.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.405997,MOIL-BAL-01-BH-007,239.93,241.53,1.06,3.09,43.76,0.111,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406010,MOIL-BAL-01-BH-007,241.53,244.19,1.9,8.1,45.26,0.092,,92.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406023,MOIL-BAL-01-BH-007,244.19,249.58,1.86,6.62,40.95,0.112,,97.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406035,MOIL-BAL-01-BH-007,249.58,254.99,5.65,4.63,48.14,0.102,,95.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406048,MOIL-BAL-01-BH-007,254.99,260.99,0.3,6.1,41.51,0.043,,96.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406061,MOIL-BAL-01-BH-007,260.99,264.6,11.37,5.37,44.41,0.107,,97.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406076,MOIL-BAL-01-BH-008,0.0,1.89,0.76,6.08,48.79,0.125,,98.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406089,MOIL-BAL-01-BH-008,1.89,6.96,3.67,3.24,41.77,0.152,,88.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406102,MOIL-BAL-01-BH-008,6.96,8.3,1.99,4.97,39.45,0.117,,88.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406115,MOIL-BAL-01-BH-008,8.3,8.8,4.6,2.4,45.31,0.085,,90.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406128,MOIL-BAL-01-BH-008,8.8,11.35,0.77,7.14,49.54,0.09,,95.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406141,MOIL-BAL-01-BH-008,11.35,14.56,1.73,3.98,46.09,0.156,,86.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406154,MOIL-BAL-01-BH-008,14.56,15.5,2.35,7.04,46.32,0.127,,91.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406167,MOIL-BAL-01-BH-008,15.5,21.5,5.51,5.42,40.06,0.074,,93.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406180,MOIL-BAL-01-BH-008,21.5,24.9,4.76,1.49,47.59,0.151,,90.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406193,MOIL-BAL-01-BH-008,24.9,25.4,0.78,2.32,47.94,0.066,,98.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406207,MOIL-BAL-01-BH-008,25.4,27.57,0.26,6.39,50.77,0.07,,97.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406220,MOIL-BAL-01-BH-008,27.57,30.82,1.68,7.53,46.78,0.167,,94.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406233,MOIL-BAL-01-BH-008,30.82,35.03,2.88,4.67,37.82,0.122,,89.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406246,MOIL-BAL-01-BH-008,35.03,39.48,1.83,5.66,47.71,0.109,,89.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406259,MOIL-BAL-01-BH-008,39.48,42.46,8.16,9.85,54.99,0.118,,81.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406272,MOIL-BAL-01-BH-008,42.46,45.02,1.08,5.19,57.58,0.122,,92.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406285,MOIL-BAL-01-BH-008,45.02,47.14,1.49,5.34,41.84,0.154,,84.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406298,MOIL-BAL-01-BH-008,47.14,53.14,0.38,5.11,50.23,0.073,,95.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406311,MOIL-BAL-01-BH-008,53.14,54.32,0.94,5.01,40.62,0.105,,94.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406324,MOIL-BAL-01-BH-008,54.32,55.56,3.16,7.21,39.98,0.147,,92.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406337,MOIL-BAL-01-BH-008,55.56,61.56,3.73,0.33,50.66,0.031,,93.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406350,MOIL-BAL-01-BH-008,61.56,65.15,1.81,5.02,41.82,0.173,,95.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406363,MOIL-BAL-01-BH-008,65.15,68.51,0.89,5.36,46.31,0.055,,86.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406376,MOIL-BAL-01-BH-008,68.51,71.27,4.31,3.94,44.36,0.127,,87.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406389,MOIL-BAL-01-BH-008,71.27,74.5,1.76,6.36,39.74,0.163,,91.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406402,MOIL-BAL-01-BH-008,74.5,80.5,2.43,3.86,48.67,0.09,,82.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406415,MOIL-BAL-01-BH-008,80.5,84.64,1.94,5.27,39.21,0.062,,89.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406428,MOIL-BAL-01-BH-008,84.64,86.78,1.85,6.55,46.12,0.048,,90.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406441,MOIL-BAL-01-BH-008,86.78,92.78,2.8,1.68,45.01,0.129,,90.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406454,MOIL-BAL-01-BH-008,92.78,95.13,0.76,6.18,50.68,0.105,,95.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406467,MOIL-BAL-01-BH-008,95.13,98.64,4.4,7.08,55.86,0.045,,89.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406482,MOIL-BAL-01-BH-008,98.64,103.6,2.2,5.21,49.49,0.073,,92.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406495,MOIL-BAL-01-BH-008,103.6,107.92,0.57,10.6,47.93,0.125,,93.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406509,MOIL-BAL-01-BH-008,107.92,110.7,0.77,6.0,50.64,0.163,,90.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406522,MOIL-BAL-01-BH-008,110.7,116.7,3.68,7.34,37.6,0.11,,94.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406535,MOIL-BAL-01-BH-008,116.7,117.2,27.87,9.05,6.03,0.148,,96.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406548,MOIL-BAL-01-BH-008,117.2,123.2,51.19,9.76,13.55,0.121,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406561,MOIL-BAL-01-BH-008,123.2,126.86,0.34,3.08,47.6,0.145,,86.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406574,MOIL-BAL-01-BH-008,126.86,130.4,2.25,6.26,44.72,0.09,,93.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406587,MOIL-BAL-01-BH-008,130.4,131.62,5.68,5.88,47.94,0.152,,87.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406600,MOIL-BAL-01-BH-008,131.62,134.95,6.59,4.99,51.52,0.159,,90.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406613,MOIL-BAL-01-BH-008,134.95,136.9,1.64,9.84,39.45,0.114,,88.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406626,MOIL-BAL-01-BH-008,136.9,138.17,1.14,5.31,45.94,0.246,,96.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406639,MOIL-BAL-01-BH-008,138.17,141.19,1.86,4.73,44.07,0.124,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406652,MOIL-BAL-01-BH-008,141.19,143.82,1.84,6.28,49.24,0.131,,83.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406665,MOIL-BAL-01-BH-008,143.82,147.41,2.7,1.39,43.61,0.112,,83.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406678,MOIL-BAL-01-BH-008,147.41,149.47,2.13,1.47,41.38,0.163,,90.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406691,MOIL-BAL-01-BH-008,149.47,152.68,3.22,0.42,57.77,0.14,,96.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406704,MOIL-BAL-01-BH-008,152.68,156.49,0.88,8.55,58.71,0.148,,82.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406717,MOIL-BAL-01-BH-008,156.49,157.52,0.49,10.12,53.27,0.077,,98.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406730,MOIL-BAL-01-BH-008,157.52,159.86,6.43,2.93,50.46,0.15,,93.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406743,MOIL-BAL-01-BH-008,159.86,165.16,7.66,6.55,35.68,0.133,,95.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406756,MOIL-BAL-01-BH-008,165.16,166.49,0.66,5.74,50.48,0.046,,90.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406769,MOIL-BAL-01-BH-008,166.49,171.48,0.22,7.19,52.46,0.113,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406782,MOIL-BAL-01-BH-008,171.48,173.28,0.88,7.02,42.52,0.105,,91.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406794,MOIL-BAL-01-BH-008,173.28,173.78,3.3,5.62,39.97,0.104,,97.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406807,MOIL-BAL-01-BH-008,173.78,176.35,0.76,4.54,41.4,0.147,,90.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406820,MOIL-BAL-01-BH-008,176.35,176.85,5.51,5.74,43.57,0.159,,90.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406833,MOIL-BAL-01-BH-008,176.85,178.23,0.19,2.15,54.9,0.104,,94.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406846,MOIL-BAL-01-BH-008,178.23,180.0,1.73,0.76,41.69,0.115,,93.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406859,MOIL-BAL-01-BH-008,180.0,181.27,2.49,2.84,53.74,0.17,,90.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406872,MOIL-BAL-01-BH-008,181.27,182.93,1.07,2.9,50.84,0.107,,92.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406885,MOIL-BAL-01-BH-008,182.93,183.85,0.57,0.98,45.54,0.134,,91.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406898,MOIL-BAL-01-BH-008,183.85,185.49,0.13,0.66,41.19,0.115,,88.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406911,MOIL-BAL-01-BH-008,185.49,188.86,2.86,3.69,44.14,0.102,,89.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406924,MOIL-BAL-01-BH-008,188.86,192.33,6.75,8.3,46.93,0.158,,96.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406937,MOIL-BAL-01-BH-008,192.33,198.33,6.92,1.27,44.38,0.142,,96.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406950,MOIL-BAL-01-BH-008,198.33,202.7,1.53,8.4,35.82,0.129,,98.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406963,MOIL-BAL-01-BH-008,202.7,206.46,1.98,4.44,40.36,0.142,,98.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406976,MOIL-BAL-01-BH-008,206.46,212.46,1.3,4.68,41.14,0.102,,92.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.406989,MOIL-BAL-01-BH-008,212.46,215.13,1.32,3.2,53.07,0.118,,89.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407001,MOIL-BAL-01-BH-008,215.13,217.62,0.91,8.18,58.6,0.14,,87.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407014,MOIL-BAL-01-BH-008,217.62,221.53,2.63,7.36,61.0,0.146,,92.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407027,MOIL-BAL-01-BH-008,221.53,223.49,3.06,6.95,48.32,0.11,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407040,MOIL-BAL-01-BH-008,223.49,228.0,0.46,0.1,47.05,0.068,,94.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407053,MOIL-BAL-01-BH-008,228.0,228.5,2.91,5.92,49.27,0.1,,90.5,XRF (synthetic)
